,criterion,max_depth,max_features,min_impurity_decrease,splitter,Accuracy
519,gini,4.0,sqrt,5.0,best,0.5841194968553458
520,gini,4.0,sqrt,5.0,random,0.5841194968553458
521,gini,4.0,auto,5.0,random,0.5841194968553458
522,gini,4.0,auto,5.0,best,0.5841194968553458
523,gini,4.0,log2,1.0,best,0.5841194968553458
524,gini,4.0,log2,1.0,random,0.5841194968553458
525,gini,4.0,log2,2.0,best,0.5841194968553458
526,gini,4.0,log2,2.0,random,0.5841194968553458
527,gini,4.0,1,2.0,best,0.5841194968553458
528,gini,4.0,1,2.0,random,0.5841194968553458
529,gini,4.0,1,3.0,best,0.5841194968553458
530,gini,4.0,auto,2.0,best,0.5841194968553458
531,gini,5.0,auto,1.0,random,0.5841194968553458
532,gini,5.0,auto,2.0,best,0.5841194968553458
533,gini,5.0,auto,2.0,random,0.5841194968553458
534,gini,5.0,auto,3.0,best,0.5841194968553458
535,gini,5.0,auto,3.0,random,0.5841194968553458
536,gini,5.0,auto,4.0,best,0.5841194968553458
537,gini,5.0,auto,4.0,random,0.5841194968553458
538,gini,5.0,auto,5.0,best,0.5841194968553458
539,gini,5.0,auto,5.0,random,0.5841194968553458
540,gini,4.0,auto,1.0,random,0.5841194968553458
541,gini,4.0,auto,1.0,best,0.5841194968553458
542,gini,5.0,sqrt,1.0,best,0.5841194968553458
543,gini,5.0,sqrt,1.0,random,0.5841194968553458
544,gini,5.0,sqrt,2.0,best,0.5841194968553458
545,gini,5.0,sqrt,2.0,random,0.5841194968553458
546,gini,5.0,auto,1.0,best,0.5841194968553458
547,gini,4.0,auto,2.0,random,0.5841194968553458
548,gini,4.0,1,3.0,random,0.5841194968553458
549,gini,4.0,10,5.0,random,0.5841194968553458
550,gini,4.0,1,4.0,best,0.5841194968553458
551,gini,4.0,1,4.0,random,0.5841194968553458
552,gini,4.0,1,5.0,best,0.5841194968553458
553,gini,4.0,1,5.0,random,0.5841194968553458
554,gini,4.0,auto,3.0,random,0.5841194968553458
555,gini,4.0,auto,3.0,best,0.5841194968553458
556,gini,4.0,10,1.0,best,0.5841194968553458
557,gini,4.0,10,1.0,random,0.5841194968553458
558,gini,4.0,10,2.0,best,0.5841194968553458
559,gini,4.0,10,2.0,random,0.5841194968553458
560,gini,4.0,10,3.0,best,0.5841194968553458
561,gini,4.0,10,3.0,random,0.5841194968553458
562,gini,4.0,10,4.0,best,0.5841194968553458
563,gini,4.0,10,4.0,random,0.5841194968553458
564,gini,4.0,10,5.0,best,0.5841194968553458
565,gini,10.0,log2,1.0,random,0.5841194968553458
566,gini,10.0,log2,2.0,random,0.5841194968553458
567,entropy,3.0,1,1.0,best,0.5841194968553458
568,gini,,10,4.0,random,0.5841194968553458
569,gini,,10,1.0,best,0.5841194968553458
570,gini,,10,1.0,random,0.5841194968553458
571,gini,,10,2.0,best,0.5841194968553458
572,gini,,10,2.0,random,0.5841194968553458
573,gini,,10,3.0,best,0.5841194968553458
574,gini,,10,3.0,random,0.5841194968553458
575,gini,,10,4.0,best,0.5841194968553458
576,gini,,10,5.0,best,0.5841194968553458
577,gini,,,1.0,best,0.5841194968553458
578,gini,,10,5.0,random,0.5841194968553458
579,entropy,3.0,auto,1.0,best,0.5841194968553458
580,entropy,3.0,auto,1.0,random,0.5841194968553458
581,entropy,3.0,auto,2.0,best,0.5841194968553458
582,entropy,3.0,auto,2.0,random,0.5841194968553458
583,entropy,3.0,auto,3.0,best,0.5841194968553458
584,entropy,3.0,auto,3.0,random,0.5841194968553458
585,gini,3.0,1,1.0,best,0.5841194968553458
586,gini,,1,5.0,random,0.5841194968553458
587,gini,,1,5.0,best,0.5841194968553458
588,gini,,1,4.0,random,0.5841194968553458
589,gini,,,2.0,best,0.5841194968553458
590,gini,,,2.0,random,0.5841194968553458
591,gini,,,3.0,best,0.5841194968553458
592,gini,,,3.0,random,0.5841194968553458
593,gini,,,4.0,best,0.5841194968553458
594,gini,,,4.0,random,0.5841194968553458
595,gini,,,5.0,best,0.5841194968553458
596,gini,,,5.0,random,0.5841194968553458
597,gini,,1,1.0,best,0.5841194968553458
598,gini,,1,1.0,random,0.5841194968553458
599,gini,,1,2.0,best,0.5841194968553458
600,gini,,1,2.0,random,0.5841194968553458
601,gini,,1,3.0,best,0.5841194968553458
602,gini,,1,3.0,random,0.5841194968553458
603,gini,,1,4.0,best,0.5841194968553458
604,entropy,3.0,auto,4.0,best,0.5841194968553458
605,entropy,3.0,auto,4.0,random,0.5841194968553458
606,entropy,3.0,auto,5.0,best,0.5841194968553458
607,entropy,3.0,log2,3.0,random,0.5841194968553458
608,entropy,3.0,log2,4.0,random,0.5841194968553458
609,entropy,3.0,log2,5.0,best,0.5841194968553458
610,entropy,3.0,log2,5.0,random,0.5841194968553458
611,gini,3.0,,4.0,random,0.5841194968553458
612,gini,3.0,,4.0,best,0.5841194968553458
613,entropy,3.0,,1.0,best,0.5841194968553458
614,entropy,3.0,,1.0,random,0.5841194968553458
615,entropy,3.0,,2.0,best,0.5841194968553458
616,entropy,3.0,,2.0,random,0.5841194968553458
617,gini,4.0,sqrt,1.0,best,0.5841194968553458
618,entropy,3.0,,3.0,random,0.5841194968553458
619,entropy,3.0,,4.0,best,0.5841194968553458
620,entropy,3.0,,4.0,random,0.5841194968553458
621,entropy,3.0,,5.0,best,0.5841194968553458
622,entropy,3.0,,5.0,random,0.5841194968553458
623,entropy,3.0,log2,4.0,best,0.5841194968553458
624,entropy,3.0,log2,3.0,best,0.5841194968553458
625,entropy,3.0,auto,5.0,random,0.5841194968553458
626,entropy,3.0,log2,2.0,random,0.5841194968553458
627,gini,3.0,,5.0,random,0.5841194968553458
628,gini,3.0,,5.0,best,0.5841194968553458
629,entropy,3.0,sqrt,1.0,best,0.5841194968553458
630,entropy,3.0,sqrt,1.0,random,0.5841194968553458
631,entropy,3.0,sqrt,2.0,best,0.5841194968553458
632,entropy,3.0,sqrt,2.0,random,0.5841194968553458
633,entropy,3.0,sqrt,3.0,best,0.5841194968553458
634,entropy,3.0,sqrt,3.0,random,0.5841194968553458
635,entropy,3.0,sqrt,4.0,best,0.5841194968553458
636,entropy,3.0,sqrt,4.0,random,0.5841194968553458
637,entropy,3.0,sqrt,5.0,best,0.5841194968553458
638,entropy,3.0,sqrt,5.0,random,0.5841194968553458
639,entropy,3.0,log2,1.0,best,0.5841194968553458
640,entropy,3.0,log2,1.0,random,0.5841194968553458
641,entropy,3.0,log2,2.0,best,0.5841194968553458
642,gini,,,1.0,random,0.5841194968553458
643,gini,3.0,1,1.0,random,0.5841194968553458
644,gini,10.0,log2,3.0,best,0.5841194968553458
645,gini,10.0,1,1.0,random,0.5841194968553458
646,gini,10.0,1,2.0,random,0.5841194968553458
647,gini,10.0,1,3.0,best,0.5841194968553458
648,gini,10.0,1,3.0,random,0.5841194968553458
649,gini,10.0,1,4.0,best,0.5841194968553458
650,gini,10.0,1,4.0,random,0.5841194968553458
651,gini,10.0,1,5.0,best,0.5841194968553458
652,gini,10.0,1,5.0,random,0.5841194968553458
653,gini,3.0,1,5.0,best,0.5841194968553458
654,gini,3.0,1,4.0,random,0.5841194968553458
655,gini,10.0,10,1.0,best,0.5841194968553458
656,gini,10.0,10,1.0,random,0.5841194968553458
657,gini,10.0,10,2.0,best,0.5841194968553458
658,gini,10.0,10,2.0,random,0.5841194968553458
659,gini,10.0,10,3.0,best,0.5841194968553458
660,gini,10.0,10,3.0,random,0.5841194968553458
661,gini,10.0,1,2.0,best,0.5841194968553458
662,gini,10.0,1,1.0,best,0.5841194968553458
663,gini,3.0,1,2.0,best,0.5841194968553458
664,gini,10.0,,5.0,random,0.5841194968553458
665,gini,10.0,log2,3.0,random,0.5841194968553458
666,gini,10.0,log2,4.0,best,0.5841194968553458
667,gini,10.0,log2,4.0,random,0.5841194968553458
668,gini,10.0,log2,5.0,best,0.5841194968553458
669,gini,10.0,log2,5.0,random,0.5841194968553458
670,gini,3.0,1,5.0,random,0.5841194968553458
671,gini,10.0,,1.0,best,0.5841194968553458
672,gini,10.0,,1.0,random,0.5841194968553458
673,gini,10.0,,2.0,best,0.5841194968553458
674,gini,10.0,,2.0,random,0.5841194968553458
675,gini,10.0,,3.0,best,0.5841194968553458
676,gini,10.0,,3.0,random,0.5841194968553458
677,gini,10.0,,4.0,best,0.5841194968553458
678,gini,10.0,,4.0,random,0.5841194968553458
679,gini,10.0,,5.0,best,0.5841194968553458
680,gini,10.0,10,4.0,best,0.5841194968553458
681,gini,10.0,10,4.0,random,0.5841194968553458
682,gini,10.0,10,5.0,best,0.5841194968553458
683,gini,,log2,1.0,random,0.5841194968553458
684,gini,,sqrt,3.0,best,0.5841194968553458
685,gini,,sqrt,3.0,random,0.5841194968553458
686,gini,,sqrt,4.0,best,0.5841194968553458
687,gini,,sqrt,4.0,random,0.5841194968553458
688,gini,,sqrt,5.0,best,0.5841194968553458
689,gini,,sqrt,5.0,random,0.5841194968553458
690,gini,,log2,1.0,best,0.5841194968553458
691,gini,,log2,2.0,best,0.5841194968553458
692,gini,10.0,10,5.0,random,0.5841194968553458
693,gini,,log2,2.0,random,0.5841194968553458
694,gini,,log2,3.0,best,0.5841194968553458
695,gini,,log2,3.0,random,0.5841194968553458
696,gini,,log2,4.0,best,0.5841194968553458
697,gini,,log2,4.0,random,0.5841194968553458
698,gini,,log2,5.0,best,0.5841194968553458
699,gini,,log2,5.0,random,0.5841194968553458
700,gini,,sqrt,2.0,random,0.5841194968553458
701,gini,,sqrt,2.0,best,0.5841194968553458
702,gini,,sqrt,1.0,random,0.5841194968553458
703,gini,,sqrt,1.0,best,0.5841194968553458
704,gini,3.0,1,4.0,best,0.5841194968553458
705,gini,3.0,1,3.0,random,0.5841194968553458
706,gini,,auto,1.0,best,0.5841194968553458
707,gini,,auto,1.0,random,0.5841194968553458
708,gini,,auto,2.0,best,0.5841194968553458
709,gini,,auto,2.0,random,0.5841194968553458
710,gini,,auto,3.0,best,0.5841194968553458
711,gini,,auto,3.0,random,0.5841194968553458
712,gini,,auto,4.0,best,0.5841194968553458
713,gini,,auto,4.0,random,0.5841194968553458
714,gini,,auto,5.0,best,0.5841194968553458
715,gini,,auto,5.0,random,0.5841194968553458
716,gini,3.0,1,3.0,best,0.5841194968553458
717,gini,3.0,1,2.0,random,0.5841194968553458
718,entropy,,10,5.0,random,0.5841194968553458
719,gini,3.0,log2,0.0,random,0.5840321453529
